,time,pressure,ttp_temp,ttp_temp_ADC,sst_temp,sst_temp_ADC,temp_ref,par,fluor,tilt,TTS,GPSLat,GPSLon,GPSDate,GPSTime,TTF,Max_Tilt,datetime,id,dep_lat,dep_lon
0,1589944851.0,0.00732421875,18.484597349124215,11500,16.195887104706912,13671,8533,0.0,0,0,76,47.687704,-122.258895,200520,3213230,29,7427,2020-05-20 03:20:51,2011,47.687,122.259
1,1589954400.0,0.00732421875,14.207610402495504,13990,15.78326164968729,13929,8533,0.0,0,1,5,47.687732,-122.258879,200520,6005109,38,9731,2020-05-20 06:00:00,2011,47.687,122.259
2,1589965200.0,0.00823974609375,13.090350908431788,14737,15.505138360099409,14106,8533,0.0,0,0,5,47.687764,-122.258863,200520,9003309,20,5123,2020-05-20 09:00:00,2011,47.687,122.259
3,1589976000.0,0.00823974609375,12.480005421798523,15164,15.12353543293267,14353,8533,0.0,0,1,5,47.686976,-122.259463,200520,12004700,34,8707,2020-05-20 12:00:00,2011,47.687,122.259
4,1589986800.0,0.0091552734375,13.982512877987347,14137,14.931714713192434,14479,8533,0.0,0,0,5,47.687796,-122.258951,200520,15005130,39,9987,2020-05-20 15:00:00,2011,47.687,122.259
5,1589997600.0,0.00885009765625,15.872055309628081,12955,15.05786000333677,14396,8533,0.0,0,0,10,47.687704,-122.258927,200520,18010308,45,11524,2020-05-20 18:00:00,2011,47.687,122.259
6,1590008400.0,0.00762939453125,21.242207316227336,10161,15.294100968602493,14242,8533,0.0,0,1,5,47.687788,-122.259023,200520,21005708,44,11268,2020-05-20 21:00:00,2011,47.687,122.259
7,1590019200.0,0.00732421875,15.77654338873515,13012,15.255554762529584,14267,8533,0.0,0,2,20,47.687772,-122.258895,210520,15800,90,23044,2020-05-21 00:00:00,2011,47.687,122.259
8,1590030000.0,0.0079345703125,13.779608881294791,14271,15.427285271063852,14156,8533,0.0,0,2,5,47.68792,-122.258959,210520,3005230,40,10245,2020-05-21 03:00:00,2011,47.687,122.259
9,1590040800.0,0.00823974609375,12.793445453661207,14943,15.458389218502532,14136,8533,0.0,0,0,5,47.687732,-122.258911,210520,6005100,38,9733,2020-05-21 06:00:00,2011,47.687,122.259
